scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,1.0,4.0,9.0,0.6454033771106942,688.0,1066
baseline,maximin,0.0,0.0,1.0,4.0,9.0,0.6660412757973734,710.0,1066
baseline,maximax,0.0,0.0,2.0,202.0,601.0,30.77298311444653,32804.0,1066
baseline,savage,0.0,0.0,1.0,4.0,9.0,0.6660412757973734,710.0,1066
mild_drought,naive,0.0,0.0,1.0,4.0,109.0,1.025328330206379,1093.0,1066
mild_drought,maximin,0.0,0.0,1.0,4.0,9.0,0.6744840525328331,719.0,1066
mild_drought,maximax,0.0,0.0,1.0,201.0,501.0,25.714821763602252,27412.0,1066
mild_drought,savage,0.0,0.0,1.0,4.0,9.0,0.6744840525328331,719.0,1066
severe_drought,naive,0.0,0.0,1.0,4.0,200.0,1.6041275797373358,1710.0,1066
severe_drought,maximin,0.0,0.0,1.0,4.0,9.0,0.6894934333958724,735.0,1066
severe_drought,maximax,0.0,0.0,1.0,103.0,401.0,15.608818011257036,16639.0,1066
severe_drought,savage,0.0,0.0,1.0,4.0,9.0,0.6894934333958724,735.0,1066
flashy,naive,0.0,0.0,1.0,101.0,204.0,11.043151969981238,11772.0,1066
flashy,maximin,0.0,0.0,1.0,4.0,9.0,0.6529080675422139,696.0,1066
flashy,maximax,0.0,0.0,2.0,202.0,602.0,35.34521575984991,37678.0,1066
flashy,savage,0.0,0.0,1.0,4.0,9.0,0.6529080675422139,696.0,1066
no_rain,naive,0.0,0.0,1.0,4.0,201.0,2.0881801125703565,2226.0,1066
no_rain,maximin,0.0,0.0,1.0,4.0,9.0,0.7063789868667918,753.0,1066
no_rain,maximax,0.0,0.0,1.0,4.0,201.0,2.4183864915572233,2578.0,1066
no_rain,savage,0.0,0.0,1.0,4.0,9.0,0.7063789868667918,753.0,1066
